,p_max,p_min,p_avg,p_std,p_var,p_mid,vx_max,vx_min,vx_avg,vx_std,vx_var,vx_mid,vy_max,vy_min,vy_avg,vy_std,vy_var,vy_mid
1_425,1.0219184,-1.4757953,-0.14979954,0.4082471,0.1666657,0.078583464,235.88715,0.0,154.09047,42.46444,1803.2285,150.20547,163.04669,-48.04701,7.2060747,22.582172,509.9545,5.956026
1_426,1.0118227,-1.5519601,-0.17449354,0.45446524,0.20653866,0.02462834,256.8781,0.0,153.06223,47.66199,2271.6653,151.33092,142.05725,-38.43471,8.319109,25.680046,659.4647,6.8253818
1_427,1.0387857,-1.3130138,-0.17522581,0.39455274,0.15567186,-0.032883126,242.36221,-21.034416,147.68555,54.541832,2974.8115,156.3521,127.502014,-74.96493,8.332467,24.2749,589.2708,4.498036
1_428,1.0394621,-1.7741426,-0.17709076,0.4779056,0.22839376,0.03131973,267.82162,0.0,153.3038,47.44427,2250.9587,153.04105,135.28645,-57.461353,7.287942,27.326685,746.7477,6.0536747
1_429,1.0117126,-1.5458825,-0.15890642,0.43204975,0.18666698,0.018490158,250.97643,0.0,152.9306,45.423016,2063.2505,152.49237,149.96867,-37.684185,7.075852,24.721636,611.15924,5.8994904
1_430,1.031731,-1.315437,-0.15491217,0.45988157,0.21149105,0.041641664,237.59445,-5.790329,154.45522,43.516727,1893.7057,149.34396,171.35466,-35.567497,7.254911,24.301195,590.5481,4.861865
1_431,1.0270101,-1.9176879,-0.19253066,0.49625045,0.2462645,-0.0066699847,276.78415,-18.397585,146.12776,59.668896,3560.377,152.6186,125.46392,-47.943214,9.1782465,27.782984,771.89417,4.7867985
1_432,1.0286065,-1.6446537,-0.18389942,0.48872834,0.23885539,0.0035435336,261.3401,-11.161586,151.05692,52.105267,2714.959,150.28879,135.1111,-51.674183,8.837128,27.41671,751.67596,6.824648
1_433,1.0259877,-1.5534878,-0.15265518,0.44702455,0.19983095,0.03170138,253.62317,-2.8141947,154.86841,41.8007,1747.2987,150.2058,159.6477,-34.479298,6.9508157,23.773703,565.18896,4.2918363
1_434,1.0238203,-1.4685366,-0.17786214,0.47797063,0.22845593,-0.011039742,252.83914,-2.532665,151.00214,51.383896,2640.305,150.89258,147.98856,-44.968,8.63223,26.714445,713.6616,5.8777103
1_435,1.0411386,-2.0616412,-0.16823833,0.48087144,0.23123734,0.008366866,281.7252,0.0,150.40901,49.500023,2450.2522,153.14746,147.48967,-65.06435,7.17811,27.217222,740.7772,5.790561
1_436,1.036028,-1.4080023,-0.17416751,0.47095764,0.2218011,0.07783243,248.17848,0.0,153.91017,46.74133,2184.752,150.45251,147.19574,-54.23096,7.4130397,26.284306,690.8647,4.9276924
1_437,1.0328224,-1.9878091,-0.15200639,0.44559166,0.19855192,0.046105307,260.57504,-5.982408,154.68794,42.19924,1780.7761,149.91562,183.2957,-43.27087,7.121753,23.550837,554.6419,6.4348354
1_438,1.022758,-1.5855867,-0.1597475,0.4442672,0.19737335,0.06494766,244.89493,-15.697731,149.48677,48.183453,2321.645,151.39429,152.3619,-57.96433,7.1756306,24.05553,578.6685,5.7519336
1_439,1.0445354,-1.5527593,-0.16401468,0.41943017,0.17592166,-0.0188567,253.82251,-0.2960238,149.23064,50.519695,2552.2395,154.63544,131.66125,-72.98241,7.5090084,25.199087,634.994,4.592853
1_440,1.0288202,-1.3782178,-0.17266089,0.44756645,0.20031573,0.04437502,240.1884,-3.9778216,154.34122,45.985706,2114.6853,151.37413,151.67606,-50.03583,7.7766504,25.181465,634.1062,5.8310647
1_441,1.0252938,-1.1893642,-0.1549557,0.41110176,0.16900465,0.0139622325,223.62639,-8.237131,153.97722,43.415836,1884.9348,151.66089,171.69728,-39.834244,7.843975,22.646364,512.85785,6.883849
1_442,1.0190451,-1.3692231,-0.14874518,0.45669958,0.20857452,0.07372587,245.18782,-4.2512193,154.33134,42.31589,1790.6345,148.15346,167.5764,-31.311821,6.949881,23.71353,562.3315,4.70079
1_443,1.0365473,-2.0803437,-0.16308676,0.4907641,0.2408494,0.010412796,283.54538,0.0,152.14056,46.659378,2177.0974,151.55008,139.20653,-45.981434,6.8740396,27.29554,745.04645,4.9480743
1_444,1.0008149,-1.8478833,-0.17003861,0.47155416,0.22236332,0.018155113,272.9787,0.0,152.07338,48.37516,2340.156,152.7986,115.33188,-40.488247,7.6596804,26.32411,692.9588,4.623865
1_445,1.0374967,-1.751984,-0.17986776,0.4863006,0.23648825,0.0072279316,265.52878,0.0,154.68277,45.637314,2082.7644,151.66464,140.06339,-48.68784,7.5025973,27.508715,756.72943,5.362613
1_446,1.0329676,-1.4465545,-0.1654946,0.399145,0.15931675,-0.015210674,231.20126,-9.580652,154.73618,43.139767,1861.0394,153.92097,180.41373,-42.671257,8.359805,22.776915,518.78784,7.9161396
1_447,1.0320859,-1.9951035,-0.18660411,0.51344615,0.26362693,-0.0077102077,280.6975,0.0,152.12842,50.51713,2551.9805,152.39746,128.81476,-43.712364,7.902603,28.902744,835.3686,5.4048567
1_448,1.0242088,-1.2869853,-0.15078852,0.43857953,0.192352,0.06678235,241.60526,-1.4259171,153.72746,43.287125,1873.7753,149.08485,162.59784,-38.80262,7.2729654,23.605915,557.2392,5.6546965
1_449,1.0247902,-1.3652524,-0.1774736,0.43540946,0.1895814,-0.021178272,246.42453,-16.552221,152.4291,49.503998,2450.6458,152.06805,169.86742,-45.70648,9.411657,24.536055,602.01794,7.6831307
1_450,1.0337472,-1.1652366,-0.15811175,0.40353808,0.16284299,0.04966134,235.36603,0.0,154.4196,43.048695,1853.1901,152.23021,154.9909,-52.546356,7.6311536,23.060455,531.7846,5.9624457
1_451,1.022066,-1.4150498,-0.1731183,0.44898215,0.20158496,0.055128116,245.11342,-11.1689005,154.68459,45.3825,2059.5713,151.29437,141.35602,-42.596096,7.303759,25.136335,631.8353,5.140812
1_452,1.0337487,-1.7545402,-0.18140872,0.5059904,0.2560263,0.058474876,265.22147,0.0,152.77225,49.850414,2485.0637,150.06226,134.36559,-47.165485,7.691647,27.659887,765.06934,4.4302535
1_453,1.0118651,-1.5091544,-0.15702344,0.44619602,0.1990909,0.08577549,252.78865,0.0,154.87073,42.64117,1818.2695,150.50842,135.11649,-31.604404,6.7701287,24.470016,598.78174,4.970093
1_454,1.0231571,-1.609824,-0.18937565,0.45598474,0.20792207,0.008167716,261.58414,-22.333778,147.707,57.769634,3337.3306,153.03946,134.81041,-61.39367,9.78593,26.439924,699.0696,6.316559
1_455,1.0294386,-2.0381496,-0.17159893,0.5019841,0.25198805,0.06296913,282.78592,0.0,148.42545,53.521175,2864.516,150.89804,136.12125,-62.082905,7.9720893,27.693064,766.90576,5.4596515
1_456,1.0266883,-1.4883505,-0.16456655,0.45273042,0.20496483,0.07175755,252.8514,-3.481862,152.45163,47.276783,2235.0942,150.72699,153.51736,-50.51792,8.118677,25.020685,626.03467,5.7931185
1_457,1.0005225,-1.5033455,-0.17072025,0.46445984,0.21572295,0.08216542,252.61783,-9.926161,152.66183,48.41908,2344.4072,150.64401,126.33161,-42.351376,7.6749597,25.662664,658.5724,4.2739997
1_458,1.024768,-1.6064694,-0.14845955,0.42910182,0.18412839,0.06405695,257.32782,-0.008362684,154.87965,40.974712,1678.927,150.39465,148.32593,-42.563095,6.7199173,23.601604,557.0357,4.625329
1_459,1.0297868,-1.6222936,-0.16648027,0.46400034,0.21529631,0.07018325,257.94156,0.0,154.9335,43.461353,1888.8892,151.17242,146.19904,-49.33966,6.950975,25.811668,666.2422,5.578605
1_460,1.0333545,-1.672114,-0.15591176,0.44090858,0.19440039,0.04547903,249.3511,0.0,151.64519,46.578136,2169.5227,150.80054,161.6856,-58.32356,7.6984835,24.675863,608.8982,6.2502575
1_461,1.0307866,-1.7019092,-0.16175671,0.48486692,0.23509592,0.064611,251.15256,0.0,154.66907,43.75909,1914.858,148.87378,169.59036,-42.196457,6.859414,25.664711,658.67737,5.2650013
1_462,1.0380245,-1.848135,-0.19283864,0.49302965,0.24307825,-0.01135999,274.02994,-15.03082,147.12962,58.78093,3455.1975,151.46576,132.72733,-59.76383,9.527021,28.001966,784.11017,6.7598543
1_463,1.021475,-1.5735012,-0.15676206,0.4641628,0.2154471,0.08941607,254.59183,0.0,154.53291,43.25361,1870.8745,148.81448,148.77078,-46.878063,6.7680693,25.042599,627.1318,4.8908443
1_464,1.0179842,-1.887243,-0.14603442,0.48143753,0.23178211,0.07498031,270.27896,0.0,150.19783,46.52371,2164.4556,148.61624,152.68489,-48.664684,6.8610816,25.228794,636.49207,3.655364
1_465,1.0313157,-1.2484872,-0.15853985,0.40974846,0.1678938,0.052968822,236.92667,0.0,153.465,44.49542,1979.8423,152.5005,153.82599,-53.976624,7.557838,23.787943,565.8663,6.998815
1_466,1.0288669,-1.3756683,-0.1747102,0.46188822,0.21334073,0.0081114415,243.08873,-13.3545065,150.40253,52.354977,2741.0437,150.85394,154.83455,-57.389614,8.8508835,25.95285,673.5505,5.4341154
1_467,1.036773,-1.3283159,-0.16030185,0.44931158,0.2018809,0.05840992,244.11055,-0.018007932,153.58655,44.748634,2002.4404,150.4241,156.91399,-49.57753,7.570024,24.76165,613.1393,5.9444084
1_468,1.0286558,-1.4969413,-0.15633383,0.4371436,0.19109452,0.049693838,253.16441,-0.22053923,153.30661,44.287857,1961.4142,152.1394,146.90614,-44.023052,7.3438616,24.629635,606.6189,6.666774
1_469,1.0113184,-1.4434744,-0.1625421,0.47156307,0.22237174,0.067899615,249.56221,0.0,153.41312,45.561672,2075.866,149.35316,146.47873,-40.69376,7.408255,25.506298,650.5712,5.7185364
1_470,1.006438,-2.1623054,-0.14973511,0.50965935,0.25975263,0.052562017,286.05963,0.0,152.91832,44.648083,1993.4514,149.01468,154.90114,-39.785168,6.05365,26.748621,715.4888,2.1501656
1_471,1.0260675,-1.9224141,-0.16776328,0.47965878,0.23007254,0.038972683,276.10394,0.0,153.22678,46.100597,2125.2651,153.41191,132.24213,-50.988354,7.0801497,27.017025,729.9196,5.761523
1_472,1.0269338,-1.8273753,-0.17249861,0.4805211,0.23090053,0.0039689285,267.91077,0.0,154.56375,44.612305,1990.2576,152.34232,148.98041,-46.85305,6.8447704,26.9521,726.4157,5.2581997
1_473,1.0263298,-1.2983437,-0.16429114,0.44577327,0.19871381,0.065008804,242.18471,-5.9493947,155.3348,42.828617,1834.2904,149.73657,169.14273,-44.45721,7.567069,24.37318,594.0519,6.278008
1_474,1.032938,-1.8475008,-0.17198902,0.52391446,0.27448636,0.08690242,272.30408,0.0,151.50195,49.98543,2498.5432,148.15012,138.1848,-47.700092,7.220054,28.132896,791.4599,4.2928085
1_475,1.0276037,-1.6359107,-0.16278319,0.47498223,0.22560813,0.048448656,260.40753,0.0,152.3971,47.051903,2213.8816,150.61621,136.11084,-41.011436,7.3350244,25.982601,675.0955,4.547425
1_476,1.0106022,-1.7907633,-0.17543861,0.49275288,0.24280539,0.053709246,269.9809,-9.134285,150.0065,52.72593,2780.0237,150.76323,124.2327,-47.891544,8.429083,27.179173,738.70746,4.541405
1_477,1.0334847,-2.0264676,-0.16294765,0.44306344,0.1963052,0.011411377,267.4394,0.0,155.33536,42.19317,1780.2634,152.32007,172.0836,-35.461098,6.670951,24.357967,593.31055,5.6532626
1_478,1.01979,-1.5520513,-0.19207539,0.48627818,0.23646645,-0.02295335,251.13724,-11.782377,151.83794,52.144047,2719.0015,152.70457,149.95187,-44.4525,8.185337,27.889215,777.80835,6.1716375
1_479,1.0307875,-1.167375,-0.14972176,0.40039024,0.16031234,0.07199882,225.9294,-3.0328696,154.47482,41.743294,1742.5024,150.423,162.75491,-47.854782,7.460396,22.209557,493.26437,6.302585
1_480,1.0330092,-1.891596,-0.15557514,0.47455508,0.22520253,0.05296611,273.9191,0.0,152.97438,44.602036,1989.3417,149.25417,133.69281,-53.958878,7.3224816,25.891672,670.3787,4.159213
1_481,1.0219016,-2.0174725,-0.17750695,0.5227715,0.27329,0.076206475,281.9255,0.0,151.99976,49.762875,2476.3435,149.39032,127.90767,-55.173565,7.818458,28.444727,809.10254,5.7679043
1_482,1.0257161,-1.621882,-0.15165514,0.4366923,0.19070017,0.048619594,252.90822,0.0,152.25894,45.284683,2050.7026,152.34505,154.68207,-43.679726,6.8135324,24.534714,601.9522,5.4472375
1_483,1.0349975,-1.8918875,-0.16513273,0.47670525,0.2272479,0.03696892,274.55038,0.0,151.2863,48.62681,2364.5664,152.57307,129.88101,-53.164635,7.280051,26.422815,698.16516,3.5698807
1_484,1.0315514,-1.6248335,-0.15126532,0.4647148,0.21595985,0.06024045,258.85736,0.0,153.00821,44.38499,1970.0273,148.80156,143.50885,-48.106377,7.2163677,25.124725,631.25183,4.9626617
1_485,1.0254169,-1.6515545,-0.15513906,0.42562824,0.1811594,-0.00071624015,257.62744,0.0,153.72615,43.291626,1874.1649,152.71008,150.38228,-36.65135,6.8457346,24.345467,592.7017,5.3006253
1_486,1.0178164,-1.7942493,-0.18246616,0.5032841,0.25329486,0.025146835,269.41333,-7.3694882,151.83829,51.278496,2629.4841,150.14989,128.2401,-43.014107,8.59761,27.795004,772.56226,5.5106564
1_487,1.0346296,-1.6645612,-0.16880688,0.4674788,0.21853644,0.025977556,263.21167,0.0,152.43842,47.289074,2236.2566,151.41875,138.41768,-46.675915,7.739813,26.438177,698.97723,5.531722
1_488,1.0314026,-1.2510521,-0.14879692,0.38800654,0.15054907,0.06530143,230.081,-0.48935822,155.0371,40.305454,1624.5297,152.29034,161.09425,-45.099323,7.0448613,21.879953,478.73233,5.827489
1_489,1.0328735,-1.5488597,-0.17687106,0.47301295,0.22374126,0.053378485,257.44748,0.0,151.88246,50.4455,2544.7483,150.62582,143.72867,-55.3898,8.212973,26.563845,705.6379,6.378562
1_490,1.0289226,-1.2707987,-0.16819896,0.42947623,0.18444982,0.047256507,236.19556,-7.3156385,152.56792,47.938667,2298.1157,151.62817,144.39975,-45.81685,7.967208,24.504496,600.47034,6.348846
1_491,1.0257976,-1.4925114,-0.17590354,0.45839736,0.21012813,0.052870113,253.64513,-11.108022,152.63841,49.025,2403.4507,150.72382,151.91449,-44.107918,8.668339,25.230452,636.5757,5.8107038
1_492,1.0417078,-1.5796294,-0.18800612,0.45859393,0.21030839,0.014408414,258.77908,-14.686425,150.08109,53.967857,2912.5298,153.06485,137.7631,-60.784378,9.159943,26.837482,720.2504,7.5048056
1_493,1.0216376,-1.8115609,-0.18534206,0.48439738,0.23464084,0.014728477,267.6246,-14.308166,151.42941,52.032753,2707.4072,152.24641,137.27232,-48.73239,7.722097,27.515203,757.0864,5.248085
1_494,1.0361323,-2.1851103,-0.14924821,0.48253432,0.23283936,0.062828615,287.82172,0.0,149.9165,47.445473,2251.073,150.45618,146.91707,-54.48786,6.5285354,25.704668,660.73,2.7955291
1_495,1.0147439,-1.9810829,-0.17512849,0.4979963,0.24800032,0.016668428,280.52496,0.0,149.75937,52.342487,2739.736,151.52693,121.35937,-44.191517,8.34051,27.679735,766.1678,5.071513
1_496,1.0155331,-1.9790653,-0.16836753,0.51041377,0.26052222,0.11415526,273.96182,-8.616411,147.60394,51.364014,2638.262,149.5148,135.53885,-56.63304,7.215025,26.84374,720.5864,3.7596436
1_497,1.019302,-1.6990441,-0.14604345,0.4381832,0.19200452,0.07839268,250.02213,0.0,153.4857,43.069336,1854.9678,149.79715,166.61272,-40.09999,6.8846846,23.332981,544.428,5.417334
1_498,1.0282164,-1.930117,-0.17999345,0.48813036,0.23827125,-0.012251852,277.2821,0.0,151.75134,49.598152,2459.9768,152.66655,127.31267,-39.060337,8.062809,27.692062,766.85034,5.6511793
1_499,1.030804,-1.4852087,-0.16412282,0.42541212,0.18097547,0.03745326,237.811,-0.80763435,153.32047,46.016136,2117.4846,151.5023,158.06464,-41.475456,7.6914697,24.024668,577.18463,6.034351
1_500,1.0051283,-1.2692068,-0.14547396,0.40376616,0.16302711,0.04312844,239.04811,0.0,154.38806,40.97292,1678.78,151.98544,149.99107,-38.44642,6.8344717,22.595598,510.56104,5.1537547
1_501,1.0292289,-1.8319209,-0.17675139,0.49324918,0.24329476,0.062367067,272.4357,0.0,153.71806,46.997456,2208.7607,151.50232,131.05653,-40.90324,7.244989,27.421946,751.9631,4.994728
1_502,1.0332795,-1.4599184,-0.15044934,0.43862256,0.19238976,0.054872632,249.77448,-2.2250204,153.72739,42.85694,1836.7174,150.29169,151.12859,-49.091675,7.192409,24.166538,584.02155,5.663556
1_503,1.0279616,-1.3807374,-0.17235343,0.44076613,0.19427478,0.016073555,247.2993,-10.874978,153.27559,47.415123,2248.1938,151.08643,163.71997,-38.342113,8.613472,24.425104,596.5857,7.3758216
1_504,1.0353216,-1.7203263,-0.17174947,0.482831,0.23312578,0.08552404,262.48022,0.0,154.39792,45.478134,2068.2607,150.07219,144.08916,-47.254536,6.9732165,26.566624,705.7855,5.2692685
1_505,1.0224648,-1.302475,-0.1401171,0.42000094,0.17640078,0.081239305,238.9674,-5.9331336,154.9147,39.960995,1596.8812,149.17723,176.29388,-40.727665,6.791628,21.94443,481.55795,4.4591503
1_506,1.0201663,-1.6812027,-0.14439736,0.41574952,0.17284767,0.032643218,254.84561,0.0,154.43166,41.00295,1681.242,151.293,160.39584,-30.602367,6.6377163,22.38672,501.16528,4.2246723
1_507,1.003597,-2.000404,-0.15387273,0.46516714,0.21638046,0.08673345,267.75436,0.0,154.68149,42.374004,1795.5563,150.1041,168.57018,-35.824318,6.005012,24.67483,608.8472,3.853434
1_508,1.0387664,-1.5463594,-0.16656803,0.42502937,0.18064995,0.005655847,249.62976,0.0,154.73497,43.34751,1879.0068,153.96169,153.30768,-55.508175,7.0022907,25.18851,634.46106,7.258436
1_509,1.0261267,-1.7310627,-0.18283263,0.51413316,0.26433292,0.049618103,265.57324,0.0,153.77332,48.113235,2314.8835,149.1699,139.27383,-47.049557,7.696967,28.183523,794.311,5.5298247
1_510,1.0343544,-1.3717092,-0.17404011,0.43750042,0.19140661,0.01990034,241.9907,0.0,155.19992,44.35364,1967.2455,153.28845,146.21448,-46.62284,7.053308,25.161926,633.12256,5.4374676
1_511,1.0219027,-1.2641528,-0.15033306,0.44111347,0.19458109,0.091913655,238.49434,-0.3928713,154.62367,42.378906,1795.9717,148.92351,157.37758,-40.43589,7.0136065,23.674818,560.497,4.6186852
1_512,1.0126964,-1.348131,-0.14630283,0.45874536,0.2104473,0.08490159,242.48694,-2.3332436,153.91959,42.986435,1847.8336,147.61804,162.56836,-32.00817,6.9090796,23.71779,562.53357,4.5622406
1_513,1.0326223,-1.3573705,-0.16875884,0.46588057,0.2170447,0.08681124,246.34738,-4.1915126,152.48007,48.18365,2321.664,149.44664,151.30222,-46.17353,7.817844,25.48274,649.37006,5.1280603
1_514,1.0289307,-1.44071,-0.18946813,0.44549632,0.19846697,0.003962934,250.0771,-14.8099575,150.71695,53.120644,2821.803,154.5245,143.49005,-59.38049,8.998825,26.38445,696.1392,6.081208
1_515,1.0172069,-1.4283954,-0.16329731,0.4145508,0.17185237,0.006353228,247.49146,-0.48716962,155.69942,41.45854,1718.8108,152.57388,148.0489,-37.29644,7.178747,23.69089,561.25824,6.5072255
1_516,1.0400033,-1.9076501,-0.1534268,0.4486838,0.20131715,0.010915878,273.3642,0.0,150.45877,47.500736,2256.32,152.9673,149.30441,-56.4634,7.3151417,25.557474,653.18445,5.8980827
1_517,1.0216027,-1.3581203,-0.17516626,0.4402573,0.1938265,0.021707213,241.06332,-13.5922575,153.53403,48.02558,2306.4565,151.79813,161.44456,-39.106663,8.288161,24.532513,601.8442,6.833138
1_518,1.0345958,-1.9364803,-0.15943435,0.46818277,0.21919511,0.06655941,263.75858,0.0,154.851,43.082817,1856.1292,149.53369,172.9446,-45.898537,6.8311415,24.685495,609.3737,4.316774
1_519,1.0293754,-1.2476683,-0.156227,0.43325984,0.18771408,0.09228429,238.4613,-2.349833,155.28874,41.79865,1747.1272,149.42444,159.6658,-44.10788,7.1970577,23.567429,555.4237,4.734112
1_520,1.036441,-2.1867445,-0.15219977,0.44714668,0.19994015,0.06574849,278.16708,0.0,153.69376,42.989113,1848.064,150.76599,171.87213,-48.845997,6.737528,24.072628,579.49146,4.5370283
1_521,1.0194821,-1.7001101,-0.13374332,0.41627672,0.1732863,0.06933733,248.47374,0.0,153.84573,40.451862,1636.3533,150.04205,166.19858,-32.085007,6.2744823,22.042747,485.8827,4.113058
1_522,1.0281934,-1.7401991,-0.15516967,0.42095664,0.17720449,-0.02660292,264.94678,0.0,153.85689,42.560528,1811.3984,154.50964,142.04604,-36.43328,6.7894087,24.290478,590.02734,5.1615744
1_523,1.0197774,-1.6744616,-0.15618193,0.4810387,0.23139822,0.08921562,263.24866,0.0,153.22127,44.81128,2008.0507,148.27637,137.0065,-32.126328,6.933841,25.618586,656.31195,4.830462
1_524,0.9935479,-1.1662852,-0.14963257,0.38552332,0.14862822,0.044403274,229.40913,0.0,155.75375,39.71314,1577.1333,152.54962,156.07477,-32.68584,6.853808,21.295189,453.48508,5.4454374
1_525,1.0407616,-1.9943397,-0.19163121,0.50356364,0.25357637,-0.0077566965,280.3385,-6.417078,149.4659,54.732506,2995.6472,153.78998,139.55879,-56.290916,8.090875,28.658438,821.3061,5.630082
1_526,1.0322491,-1.7217058,-0.15686575,0.4357653,0.18989138,0.001075695,262.7363,0.0,153.15468,44.26003,1958.9503,153.63538,148.82144,-54.092693,6.800221,25.348278,642.5352,5.7873487
1_527,1.0128583,-1.5873207,-0.1709209,0.48240036,0.23271011,0.078274265,258.621,-0.5753199,152.68481,48.309692,2333.8264,149.68254,131.03958,-36.961323,7.7451587,26.107689,681.6114,4.3190193
1_528,1.0215725,-1.3649704,-0.16287896,0.39442742,0.155573,0.036545888,228.4077,0.0,153.95589,44.628124,1991.6693,152.87299,160.45302,-46.123703,7.836526,23.044384,531.04364,7.9714375
1_529,1.0356166,-1.4463044,-0.16583207,0.45653963,0.20842843,0.07794807,248.0317,-0.8373432,155.1678,43.411102,1884.5238,150.02893,152.79092,-46.145325,7.329835,25.012054,625.60284,5.1856475
1_530,1.0201198,-1.8872834,-0.1653126,0.5083374,0.25840688,0.08645027,275.29376,0.0,150.06659,51.29464,2631.1401,147.98181,121.384705,-39.62512,8.02187,27.015396,729.83167,3.7565184
1_531,1.0316452,-1.2683862,-0.15469277,0.44705635,0.19985938,0.08614522,239.8256,-3.140062,154.32945,42.873108,1838.1033,149.00818,167.80261,-44.693317,7.3633866,23.852736,568.953,5.160725
1_532,1.0135328,-1.5268992,-0.16583964,0.47245854,0.22321709,0.07499076,252.95346,0.0,154.75589,44.166534,1950.6829,149.1147,144.6958,-44.13464,7.0576444,25.82906,667.1403,4.281654
1_533,1.0338707,-1.7067745,-0.17400317,0.4559225,0.20786534,-0.0088881925,263.61514,-3.0495849,151.96867,47.993736,2303.3987,152.83624,133.70102,-49.487823,8.766629,26.201365,686.5115,6.522633
1_534,1.0333389,-2.015862,-0.15712634,0.5074548,0.25751036,0.08733368,280.32523,0.0,151.48242,47.2242,2230.1252,148.62329,138.59932,-51.42535,6.6208,27.106459,734.76013,4.0522957
1_535,1.0356096,-1.8831487,-0.17510392,0.44212198,0.19547185,-0.012278587,262.2208,-2.9456842,153.16869,47.292328,2236.5642,153.60425,162.403,-45.787476,7.552259,25.607954,655.76733,6.4035034
1_536,1.0369377,-1.5324225,-0.18152149,0.49469116,0.24471936,0.03796195,250.90405,0.0,153.89215,47.76864,2281.8428,150.51598,151.99461,-52.86814,7.4634104,27.250341,742.5811,4.2940025
1_537,1.0331738,-1.559964,-0.16722171,0.46624723,0.21738647,0.05760797,251.29303,-18.193634,148.33046,50.961475,2597.072,151.48544,136.85974,-56.457695,7.421865,25.448557,647.6291,4.0171328
1_538,1.0232614,-1.3480152,-0.15862244,0.4152285,0.1724147,0.01665893,242.09596,-2.654517,155.57784,41.21507,1698.682,153.22708,159.69173,-33.612858,7.0184827,23.236824,539.94995,5.776552
1_539,1.0158328,-1.4532325,-0.14293663,0.41678488,0.17370963,0.08245637,228.03139,-7.8163776,154.94354,40.267635,1621.4825,148.6496,182.36668,-42.33804,7.067803,21.960339,482.2565,5.7149887
1_540,1.0389898,-1.7094023,-0.17659968,0.46185973,0.2133144,0.022256216,262.89197,0.0,152.42552,48.77099,2378.6094,152.66399,129.81096,-58.295544,7.634513,26.860455,721.484,6.4509606
1_541,1.016272,-1.3427914,-0.17170674,0.47713274,0.22765565,0.07980345,245.17929,-5.20327,152.69728,48.53123,2355.2805,148.70433,148.42287,-41.88921,8.243129,25.658846,658.37634,6.010221
1_542,1.0339481,-1.94806,-0.13453181,0.42015195,0.17652765,0.08397099,263.37195,0.0,150.11743,42.82619,1834.0828,150.2978,162.9034,-43.620247,6.167252,22.159872,491.0599,3.3258238
1_543,1.0422846,-1.6833223,-0.18026651,0.4529762,0.20518744,0.017300814,259.0058,0.0,152.53653,48.456627,2348.0447,154.03958,146.05074,-60.730713,7.7440596,26.69312,712.52264,7.324869
1_544,1.0279852,-1.7777654,-0.15090415,0.44115117,0.19461437,0.07782389,267.11044,0.0,153.6685,43.021877,1850.882,151.91792,124.96445,-50.66318,6.7370505,24.462555,598.4166,4.1495204
1_545,1.0388933,-1.9974397,-0.1608857,0.43972653,0.19335942,-0.00069868675,268.20294,-0.53067875,153.03458,45.01125,2026.0127,151.70508,166.16338,-58.30868,7.3364687,25.108707,630.44714,5.323619
1_546,1.0234908,-1.2662433,-0.16292635,0.45565984,0.2076259,0.07551795,232.33038,-2.569226,154.92557,43.940495,1930.767,148.50371,166.77368,-34.680286,7.455297,24.23782,587.47186,6.064694
1_547,1.0342429,-1.4886749,-0.17601469,0.45029306,0.20276386,0.011709743,253.98112,-3.4524837,150.95758,51.019238,2602.9624,153.27835,145.6544,-45.416615,8.051138,25.987741,675.36273,6.997429
1_548,1.0184333,-1.4115843,-0.17708963,0.49187285,0.24193889,0.079296805,248.14954,0.0,154.28778,46.82588,2192.6628,149.20862,153.24802,-43.553978,7.5693254,26.653782,710.4241,5.7697234
1_549,1.0239214,-1.6640954,-0.15273796,0.45348218,0.20564608,0.05787806,260.86642,0.0,152.42465,45.433945,2064.2432,150.86765,133.53178,-54.121265,7.2596726,25.220854,636.09143,4.1900606
1_550,1.0140241,-1.3058586,-0.16494308,0.42806324,0.18323813,0.0035782396,242.93729,-1.4268273,153.85927,44.915424,2017.3953,153.67671,159.44974,-35.12695,7.633255,24.126877,582.1062,6.8062143
1_551,1.0307925,-1.3685908,-0.16695341,0.41346207,0.17095089,-0.023821441,242.61682,-6.147123,155.78879,41.874985,1753.5143,153.6792,159.75128,-43.799713,7.594776,23.987602,575.4051,6.0561857
1_552,1.0282089,-1.6304308,-0.17650907,0.48506728,0.23529026,0.08359705,262.04074,-9.396711,151.01712,52.285202,2733.7424,148.56178,142.93454,-50.03137,8.7770605,26.268581,690.0383,5.442855
1_553,1.0077477,-1.2875543,-0.1560867,0.4481598,0.20084721,0.088440746,239.30441,0.0,153.45871,45.02756,2027.4812,148.65237,140.95233,-36.125225,7.2315626,23.936193,572.94135,4.8063655
1_554,1.0355148,-1.8563242,-0.1649779,0.45171103,0.20404287,-0.019862667,254.75291,0.0,152.3193,46.38973,2152.0068,151.97372,169.91429,-49.622,7.494086,25.634594,657.13245,6.0808926
1_555,1.0153855,-1.4230814,-0.15725972,0.47123408,0.22206156,0.08572455,242.76735,-8.552361,152.74287,46.689613,2179.92,147.76518,150.2749,-39.849384,7.3860154,24.831705,616.6136,4.0000367
1_556,1.0310612,-1.6999189,-0.18020932,0.49821255,0.24821575,0.08707159,265.95297,-11.632147,149.92943,54.41016,2960.4656,147.79138,152.11656,-42.655643,9.239495,26.434074,698.76025,6.4808607
